	Price	Distance	Car	BuildingArea	YearBuilt
7192	1245000.0	11.2	3.0	225.0	1950.0
7198	1105000.0	11.2	1.0	119.0	1950.0
7203	2920000.0	2.3	4.0	276.0	1880.0
7206	540000.0	2.3	1.0	65.0	1970.0
7208	726000.0	2.3	1.0	64.0	1970.0
7209	1340000.0	2.3	0.0	129.0	1980.0
7210	1105000.0	2.3	1.0	119.0	2010.0
7211	841000.0	2.3	1.0	0.0	2000.0
7212	528500.0	2.3	1.0	74.0	1960.0
7216	410000.0	2.3	1.0	55.0	2011.0
7217	550000.0	2.3	2.0	54.0	1975.0
7219	470000.0	2.3	1.0	57.0	2006.0
7222	640000.0	2.3	1.0	84.0	2006.0
7225	720000.0	2.3	1.0	98.0	1998.0
7229	1325000.0	2.3	1.0	139.0	2011.0
7230	368000.0	2.3	1.0	52.0	2003.0
7232	450000.0	2.3	1.0	71.0	1970.0
7233	1385000.0	2.3	0.0	150.0	1890.0
7235	990000.0	2.3	1.0	120.0	2008.0
7238	606000.0	2.3	2.0	84.0	2000.0
7239	450000.0	2.3	1.0	60.0	2012.0
7240	1470000.0	2.3	0.0	93.0	1930.0
7244	1010000.0	2.3	0.0	100.0	1900.0
7245	1266000.0	2.3	0.0	106.0	1960.0
7246	620000.0	2.3	2.0	69.0	2004.0
7253	630000.0	2.3	1.0	75.0	2002.0
7256	560000.0	2.3	1.0	68.0	1975.0
7258	665500.0	2.3	1.0	96.0	2012.0
7259	550055.0	2.3	2.0	65.0	1971.0
7260	358000.0	2.3	1.0	43.0	1970.0
7261	320000.0	2.3	1.0	45.0	1975.0
7262	1000000.0	2.3	1.0	170.0	1920.0
7263	598000.0	2.3	1.0	85.0	2005.0
7266	885000.0	2.3	1.0	73.0	1880.0
7269	587134.0	2.3	1.0	1.0	1970.0
7271	1286000.0	5.5	1.0	108.0	1890.0
7272	1200000.0	5.5	1.0	125.0	1920.0
7273	1382500.0	5.5	2.0	188.0	2007.0
7275	1600000.0	5.5	1.0	179.0	1910.0
7284	1710000.0	5.5	1.0	160.0	1890.0
7288	2000000.0	5.5	2.0	257.0	1992.0
7291	583000.0	5.5	1.0	69.0	2011.0
7295	650000.0	5.5	2.0	100.0	2013.0
7299	1700000.0	5.5	1.0	218.0	1900.0
7300	1575000.0	5.5	3.0	126.0	1945.0
7301	950000.0	5.5	1.0	73.0	1920.0
7303	1655000.0	5.5	3.0	101.0	1924.0
7307	1255000.0	5.5	1.0	156.0	1910.0
7309	1020000.0	5.5	2.0	115.0	1935.0
7311	435000.0	5.5	2.0	55.0	1970.0
7312	790000.0	5.5	1.0	78.0	2000.0
7314	605000.0	5.5	2.0	65.0	2000.0
7319	385000.0	5.5	0.0	41.0	1970.0
7338	1190000.0	5.5	1.0	125.0	1920.0
7340	865000.0	5.5	2.0	108.0	2006.0
7343	2175000.0	5.5	1.0	186.0	1890.0
7345	312000.0	5.5	1.0	39.0	1960.0
7348	890000.0	5.5	1.0	92.0	1910.0
7351	2700000.0	5.5	3.0	331.0	1920.0
7352	1101000.0	5.5	0.0	99.0	1910.0
7356	1050000.0	5.5	0.0	106.0	1910.0
7357	1010000.0	5.5	1.0	124.0	2000.0
7361	1900000.0	5.5	1.0	174.0	1910.0
7362	888000.0	5.5	1.0	102.0	1985.0
7363	1020000.0	5.5	1.0	97.0	1920.0
7365	844000.0	5.5	1.0	106.0	1995.0
7368	900000.0	5.5	2.0	138.0	2012.0
7369	1300000.0	5.5	1.0	135.0	1920.0
7370	810000.0	5.5	2.0	119.0	2000.0
7372	701000.0	5.5	1.0	109.0	2000.0
7377	665000.0	5.5	1.0	76.0	1975.0
7381	2315000.0	5.5	2.0	143.0	1960.0
7383	1170000.0	5.5	3.0	93.0	1920.0
7386	1715000.0	5.5	1.0	143.0	1900.0
7388	422000.0	5.5	1.0	40.0	1970.0
7389	1474000.0	5.5	0.0	131.0	1910.0
7392	1035000.0	5.5	2.0	102.0	1890.0
7393	460000.0	5.5	1.0	65.0	2009.0
7394	1760000.0	5.5	2.0	180.0	1920.0
7399	1095000.0	5.5	2.0	86.0	1910.0
7402	1225000.0	5.5	2.0	135.0	1910.0
7404	1211000.0	5.5	1.0	100.0	1900.0
7408	770000.0	5.5	1.0	115.0	1975.0
7411	1000000.0	5.5	1.0	131.0	1930.0
7421	1050000.0	5.5	2.0	100.0	1925.0
7423	1700000.0	5.5	1.0	265.0	1930.0
7424	2160000.0	5.5	1.0	90.0	1920.0
7428	400000.0	5.5	1.0	43.0	2014.0
7429	1420000.0	5.5	1.0	137.0	1890.0
7431	1950000.0	5.5	1.0	140.0	1910.0
7432	1820000.0	5.5	2.0	230.0	1939.0
7434	1080000.0	5.5	1.0	130.0	1910.0
7438	570000.0	5.5	1.0	10.0	1970.0
7442	1340000.0	5.5	1.0	108.0	1910.0
7445	2340000.0	5.5	3.0	231.0	1920.0
7446	1634000.0	5.5	2.0	109.0	1920.0
7448	910000.0	5.5	1.0	81.0	1995.0
7449	1650000.0	5.5	1.0	168.0	1970.0
7453	1510000.0	5.5	3.0	165.0	1900.0
7461	865000.0	11.5	2.0	160.0	1955.0
7464	476000.0	11.5	1.0	85.0	1995.0
7469	706000.0	11.5	0.0	111.0	1960.0
7470	920000.0	11.5	2.0	179.0	1965.0
7473	522000.0	11.5	1.0	91.0	2012.0
7476	690000.0	11.5	1.0	137.0	1960.0
7481	770000.0	11.5	2.0	138.0	2012.0
7482	1100000.0	11.5	4.0	223.0	1950.0
7489	475000.0	11.5	1.0	113.0	2010.0
7494	651000.0	11.5	2.0	113.0	2009.0
7497	815500.0	11.5	2.0	165.0	1940.0
7498	770000.0	11.5	2.0	173.0	1960.0
7500	585500.0	11.5	1.0	86.0	2013.0
7501	840000.0	11.5	2.0	196.0	1960.0
7506	470000.0	11.5	1.0	76.0	2009.0
7507	810000.0	11.5	3.0	93.0	1960.0
7516	855333.0	11.5	2.0	183.0	1974.0
7518	900000.0	11.5	2.0	260.0	1995.0
7527	875000.0	14.7	1.0	105.0	1999.0
7530	651000.0	14.7	2.0	189.0	2010.0
7531	802000.0	14.7	2.0	120.0	1960.0
7538	900000.0	14.7	2.0	239.0	1987.0
7546	1000000.0	14.7	2.0	120.0	1960.0
7551	801347.0	14.7	1.0	164.0	1970.0
7554	921000.0	14.7	2.0	129.0	1970.0
7555	1900000.0	14.7	6.0	181.0	1970.0
7556	752500.0	14.7	1.0	112.0	1950.0
7566	1067000.0	14.7	2.0	122.0	1940.0
7569	1260500.0	14.7	1.0	107.0	1950.0
7572	850500.0	14.7	2.0	118.0	1962.0
7575	1068000.0	14.7	2.0	172.0	1970.0
7579	937500.0	14.7	2.0	226.0	1993.0
7582	1126000.0	14.7	2.0	242.0	1980.0
7583	778000.0	14.7	1.0	89.0	1965.0
7584	1230000.0	2.6	2.0	249.0	2009.0
7588	1805000.0	2.6	1.0	102.0	1890.0
7596	2200000.0	2.6	1.0	172.0	1875.0
7601	1265000.0	2.6	0.0	102.0	1890.0
7607	1928000.0	2.6	0.0	186.0	1890.0
7608	526000.0	2.6	1.0	50.0	1995.0
7609	2236000.0	2.6	1.0	196.0	1890.0
7611	1403000.0	2.6	2.0	132.0	1980.0
7616	1120000.0	9.9	2.0	141.0	1950.0
7617	770000.0	9.9	4.0	120.0	1960.0
7622	975000.0	9.9	1.0	159.0	1960.0
7624	780000.0	9.9	1.0	115.0	1950.0
7626	600000.0	9.9	1.0	124.0	2008.0
7630	955000.0	9.9	2.0	135.0	1950.0
7632	1196000.0	9.9	2.0	281.0	1997.0
7633	731000.0	9.9	2.0	111.0	1960.0
7635	585000.0	9.9	1.0	98.0	2009.0
7637	480000.0	9.9	1.0	94.0	1988.0
7638	605000.0	9.9	1.0	157.0	1990.0
7640	738000.0	9.9	1.0	106.0	1974.0
7641	386000.0	9.9	1.0	67.0	1987.0
7643	452000.0	9.9	1.0	87.0	1990.0
7644	522500.0	9.9	1.0	121.0	2005.0
7648	741000.0	9.9	2.0	300.0	2006.0
7652	530000.0	9.9	1.0	98.0	2004.0
7653	815000.0	9.9	1.0	94.0	1960.0
7657	775000.0	9.9	1.0	103.0	1960.0
7660	950000.0	9.9	2.0	166.0	1950.0
7663	900000.0	9.9	1.0	139.0	1950.0
7668	835000.0	9.9	2.0	132.0	1950.0
7669	790000.0	9.9	1.0	175.0	2009.0
7670	810000.0	9.9	1.0	147.0	1950.0
7672	500000.0	9.9	1.0	109.0	2012.0
7673	485000.0	9.9	1.0	74.0	1975.0
7675	488000.0	9.9	2.0	84.0	2001.0
7676	900000.0	9.9	2.0	168.0	1940.0
7679	680000.0	9.9	2.0	95.0	1940.0
7683	590000.0	9.9	2.0	142.0	2000.0
7684	770000.0	9.9	3.0	124.0	1955.0
7686	975000.0	9.9	3.0	151.0	1970.0
7687	970000.0	9.9	1.0	154.0	1920.0
7694	600000.0	9.9	1.0	107.0	1940.0
7695	510000.0	9.9	1.0	91.0	2013.0
7697	750000.0	9.9	2.0	146.0	1999.0
7698	822000.0	9.9	2.0	194.0	1983.0
7707	430000.0	9.9	1.0	106.0	2006.0
7709	1350000.0	9.9	2.0	287.0	1995.0
7716	810000.0	9.9	1.0	94.0	1950.0
7718	550500.0	9.9	2.0	100.0	2012.0
7719	610000.0	9.9	1.0	109.0	1995.0
7722	533000.0	9.9	2.0	111.0	2007.0
7726	410000.0	9.9	1.0	88.0	2014.0
7727	600000.0	9.9	4.0	111.0	1955.0
7729	616000.0	9.9	1.0	108.0	1970.0
7734	960000.0	9.9	2.0	111.0	1950.0
7735	985000.0	9.9	2.0	182.0	2007.0
7740	670000.0	9.9	1.0	145.0	1949.0
7744	665000.0	9.9	2.0	141.0	2001.0
7748	880000.0	9.9	2.0	106.0	1960.0
7749	700000.0	9.9	2.0	104.0	1950.0
7750	600000.0	9.9	1.0	139.0	1998.0
7755	1570000.0	9.9	1.0	265.0	1950.0
7756	525500.0	9.9	1.0	84.0	2000.0
7758	612500.0	9.9	1.0	132.0	1950.0
7759	248500.0	9.9	1.0	49.0	1970.0
7760	960000.0	9.9	2.0	501.0	1960.0
7764	650000.0	9.9	2.0	141.0	1940.0
7769	500000.0	9.9	2.0	92.0	2013.0
7771	599000.0	9.9	1.0	100.0	1950.0
7782	1150000.0	3.8	1.0	134.0	1990.0
7783	985000.0	3.8	0.0	167.0	1890.0
7785	1200000.0	3.8	2.0	139.0	2012.0
7787	2200000.0	3.8	0.0	280.0	1863.0
7788	2105000.0	3.8	3.0	181.0	1940.0
7789	550000.0	3.8	1.0	57.0	2012.0
7793	1915000.0	3.8	1.0	237.0	1935.0
7796	1630000.0	3.8	2.0	135.0	1997.0
7797	1000000.0	3.8	0.0	108.0	1890.0
7798	1470000.0	3.8	0.0	109.0	1880.0
7799	725000.0	3.8	2.0	87.0	2010.0
7801	600000.0	3.8	1.0	74.0	2005.0
7802	1342000.0	3.8	2.0	137.0	1900.0
7803	500000.0	3.8	1.0	60.0	2006.0
7804	795000.0	3.8	1.0	84.0	2013.0
7805	590000.0	3.8	1.0	70.0	2012.0
7809	1100000.0	3.8	1.0	110.0	2006.0
7814	1275000.0	3.8	1.0	115.0	2015.0
7815	1000000.0	3.8	1.0	106.0	2007.0
7816	1820000.0	3.8	1.0	158.0	1900.0
7821	655000.0	3.8	1.0	83.0	2000.0
7824	1350000.0	3.8	1.0	94.0	1900.0
7826	1560000.0	3.8	2.0	131.0	1900.0
7830	1060000.0	3.8	0.0	70.0	1910.0
7831	1610000.0	3.8	2.0	104.0	2007.0
7834	1101000.0	3.8	0.0	71.0	1910.0
7836	880000.0	3.8	2.0	83.0	1980.0
7840	1080000.0	3.8	0.0	70.0	1910.0
7841	1115000.0	3.8	0.0	76.0	1900.0
7842	516000.0	3.8	1.0	70.0	2004.0
7843	1753000.0	3.8	1.0	153.0	1910.0
7847	900000.0	3.8	0.0	70.0	1900.0
7849	2350000.0	3.8	2.0	173.0	1890.0
7856	1670000.0	3.8	1.0	169.0	1880.0
7859	1402000.0	3.8	0.0	106.0	1900.0
7863	1570000.0	3.8	1.0	211.0	1999.0
7870	1150000.0	3.8	0.0	90.0	1910.0
7874	1384000.0	3.8	0.0	100.0	1905.0
7876	655000.0	3.8	1.0	86.0	2006.0
7877	456000.0	3.8	1.0	63.0	2007.0
7883	520000.0	3.8	1.0	70.0	2005.0
7886	470000.0	3.8	1.0	62.0	2000.0
7887	600000.0	3.8	1.0	72.0	1996.0
7888	670000.0	3.8	1.0	71.0	2006.0
7901	1400000.0	3.8	1.0	102.0	1934.0
7902	1520000.0	3.8	1.0	160.0	2016.0
7904	600000.0	3.8	1.0	63.0	2010.0
7912	2460000.0	3.8	2.0	102.0	1995.0
7919	3705000.0	3.8	2.0	241.0	2014.0
7921	950000.0	3.8	2.0	134.0	2012.0
7923	1350000.0	3.8	1.0	138.0	1990.0
7925	735000.0	3.8	1.0	100.0	2000.0
7927	400000.0	3.8	1.0	64.0	2000.0
7928	900000.0	3.8	2.0	94.0	1997.0
7935	1380000.0	3.8	0.0	134.0	1890.0
7937	1080000.0	3.8	2.0	95.0	1910.0
7945	342000.0	4.5	1.0	34.0	1960.0
7947	950000.0	4.5	1.0	121.0	2000.0
7948	781000.0	4.5	1.0	73.0	1930.0
7949	549800.0	4.5	1.0	51.0	2012.0
7954	492000.0	4.5	1.0	45.0	1888.0
7957	500500.0	4.5	1.0	64.0	1945.0
7960	1400000.0	4.5	2.0	136.0	1920.0
7962	685000.0	4.5	1.0	92.0	1996.0
7964	710000.0	4.5	1.0	114.0	1900.0
7965	330000.0	4.5	1.0	51.0	1970.0
7969	1245000.0	4.5	1.0	134.0	2000.0
7973	1182500.0	4.5	0.0	72.0	1900.0
7974	1303000.0	4.5	0.0	160.0	1900.0
7977	482500.0	4.5	1.0	50.0	1970.0
7985	585000.0	4.5	1.0	87.0	1960.0
7986	1106000.0	4.5	1.0	135.0	2005.0
7989	1590000.0	4.5	2.0	107.0	1930.0
7991	1055000.0	4.5	0.0	85.0	1900.0
8002	1100000.0	4.5	1.0	99.0	2001.0
8013	530000.0	4.5	1.0	76.0	1888.0
8021	1500000.0	4.5	2.0	108.0	1930.0
8030	841000.0	4.5	1.0	101.0	1850.0
8031	570000.0	4.5	1.0	78.0	2004.0
8038	560000.0	4.5	1.0	71.0	2000.0
8044	815000.0	4.5	0.0	71.0	1880.0
8050	910000.0	4.5	1.0	71.0	1930.0
8051	1450000.0	4.5	3.0	98.0	1995.0
8054	1540000.0	4.5	1.0	104.0	1945.0
8055	1811000.0	4.5	1.0	125.0	1890.0
8060	1180000.0	4.5	0.0	215.0	1900.0
8071	1720000.0	4.5	2.0	200.0	1999.0
8072	1050000.0	4.5	1.0	130.0	1995.0
8073	1582000.0	4.5	0.0	122.0	1915.0
8080	681000.0	4.5	1.0	95.0	1995.0
8085	1305000.0	4.5	1.0	79.0	1900.0
8086	1255000.0	4.5	1.0	124.0	1910.0
8087	2180000.0	4.5	2.0	153.0	1890.0
8091	1720000.0	4.5	1.0	163.0	1900.0
8094	1220000.0	4.5	1.0	100.0	1900.0
8098	1612000.0	4.5	0.0	139.0	1900.0
8101	1250000.0	8.8	2.0	141.0	1980.0
8103	930000.0	8.8	2.0	180.0	1920.0
8111	751000.0	8.8	0.0	3.0	1950.0
8119	715000.0	8.8	1.0	121.0	2009.0
8121	837000.0	8.8	3.0	96.0	1950.0
8125	950000.0	8.8	2.0	180.0	1918.0
8128	496000.0	8.8	1.0	98.0	1990.0
8137	850000.0	8.8	1.0	102.0	1940.0
8140	540000.0	8.8	2.0	97.0	2005.0
8141	1150000.0	8.8	2.0	143.0	1910.0
8147	615000.0	8.8	2.0	87.0	1950.0
8149	735000.0	8.8	2.0	94.0	1950.0
8158	810000.0	8.8	2.0	151.0	1950.0
8160	600000.0	8.8	2.0	106.0	2005.0
8170	1650000.0	8.8	2.0	129.0	1890.0
8174	600000.0	8.8	3.0	101.0	1950.0
8184	722000.0	8.8	1.0	88.0	1955.0
8187	1260000.0	8.8	2.0	150.0	1950.0
8191	485000.0	8.8	1.0	73.0	1965.0
8192	690000.0	8.8	1.0	92.0	1960.0
8193	1065000.0	8.8	3.0	114.0	1910.0
8194	1200000.0	8.8	1.0	120.0	1965.0
8200	530000.0	8.8	1.0	74.0	1970.0
8202	900000.0	8.8	1.0	147.0	1965.0
8204	700000.0	8.8	1.0	85.0	1910.0
8206	920000.0	8.8	2.0	97.0	1935.0
8213	980000.0	8.8	1.0	121.0	1930.0
8218	886000.0	8.8	2.0	92.0	1950.0
8219	1080000.0	8.8	1.0	189.0	1925.0
8221	1400000.0	8.8	2.0	217.0	1925.0
8222	660000.0	8.8	1.0	90.0	2013.0
8223	436000.0	8.8	1.0	65.0	1980.0
8224	876000.0	8.8	2.0	85.0	1950.0
8225	910000.0	8.8	1.0	103.0	1950.0
8232	714000.0	8.8	2.0	115.0	2005.0
8235	770000.0	8.8	1.0	129.0	2013.0
8237	810000.0	8.8	1.0	97.0	1930.0
8239	1127000.0	8.8	2.0	140.0	1940.0
8248	780000.0	8.8	1.0	72.0	1950.0
8249	986000.0	8.8	1.0	139.0	1940.0
8251	760000.0	8.8	7.0	280.0	1928.0
8257	1123000.0	8.8	2.0	506.0	1950.0
8259	300000.0	8.8	1.0	67.0	2005.0
8260	890000.0	8.8	3.0	95.0	1950.0
8266	425000.0	8.8	1.0	69.0	2010.0
8268	515000.0	8.8	1.0	60.0	2005.0
8269	1040000.0	8.8	2.0	121.0	1940.0
8273	890000.0	8.8	2.0	100.0	1950.0
8274	790000.0	8.8	1.0	100.0	1925.0
8276	860000.0	8.8	1.0	138.0	1925.0
8277	630000.0	8.8	1.0	82.0	1940.0
8280	875000.0	8.8	2.0	147.0	1940.0
8281	923000.0	8.8	0.0	118.0	1920.0
8282	920000.0	8.8	1.0	184.0	1920.0
8284	871000.0	8.8	1.0	150.0	1950.0
8289	950000.0	8.8	1.0	140.0	2005.0
8296	870000.0	8.8	2.0	117.0	1890.0
8297	1186000.0	8.8	1.0	83.0	1960.0
8304	610000.0	8.8	1.0	79.0	1970.0
8305	1162500.0	8.8	2.0	123.0	1920.0
8308	1142500.0	8.8	2.0	160.0	1970.0
8310	930000.0	8.8	2.0	143.0	1950.0
8311	875000.0	8.8	1.0	119.0	1950.0
8315	840000.0	8.8	2.0	120.0	1950.0
8317	750000.0	8.8	2.0	127.0	2005.0
8318	750000.0	8.8	2.0	150.0	1950.0
8322	475000.0	11.2	1.0	107.0	1990.0
8328	415000.0	11.2	1.0	84.0	2012.0
8330	731000.0	11.2	2.0	138.0	1950.0
8333	352000.0	11.2	1.0	62.0	2012.0
8334	723000.0	11.2	1.0	86.0	1950.0
8335	336000.0	11.2	1.0	67.0	1970.0
8336	685000.0	11.2	1.0	85.0	1955.0
8341	1025000.0	11.2	2.0	272.0	1950.0
8342	490000.0	11.2	1.0	84.0	2014.0
8344	805000.0	11.2	2.0	118.0	1930.0
8349	1005000.0	11.2	4.0	467.0	1930.0
8355	535000.0	11.2	1.0	92.0	2014.0
8359	800000.0	11.2	5.0	170.0	1975.0
8360	510000.0	11.2	2.0	135.0	1965.0
8362	651000.0	11.2	3.0	114.0	1950.0
8365	365000.0	11.2	1.0	83.0	1960.0
8366	405000.0	11.2	1.0	94.0	2009.0
8368	620500.0	11.2	1.0	117.0	2011.0
8370	260000.0	11.2	1.0	80.0	2000.0
8372	625000.0	11.2	1.0	186.0	2003.0
8378	427500.0	11.2	1.0	84.0	1980.0
8379	851000.0	11.2	2.0	244.0	2006.0
8380	998000.0	11.2	3.0	153.0	1950.0
8382	1030000.0	11.2	3.0	190.0	1935.0
8384	410000.0	11.2	1.0	61.0	2004.0
8390	1015000.0	11.2	1.0	135.0	1920.0
8391	915000.0	11.2	2.0	153.0	1960.0
8395	380000.0	11.2	1.0	70.0	1980.0
8397	530000.0	11.2	1.0	130.0	2008.0
8399	592000.0	11.2	1.0	160.0	2016.0
8404	440000.0	11.2	2.0	83.0	1980.0
8405	650000.0	11.2	3.0	114.0	1960.0
8406	416000.0	11.2	1.0	70.0	2000.0
8409	301000.0	11.2	1.0	63.0	1970.0
8410	865000.0	11.2	3.0	110.0	1950.0
8416	650000.0	11.2	1.0	98.0	1950.0
8422	401000.0	11.2	1.0	77.0	1965.0
8424	491000.0	11.2	1.0	93.0	1970.0
8427	810000.0	11.2	2.0	558.0	1960.0
8434	555000.0	11.2	2.0	92.0	1970.0
8435	350000.0	11.2	1.0	72.0	2016.0
8436	540000.0	11.2	2.0	146.0	2003.0
8442	682000.0	11.2	1.0	103.0	1970.0
8445	380000.0	11.2	1.0	85.0	2010.0
8446	350000.0	11.2	2.0	45.0	2009.0
8447	750000.0	11.2	4.0	197.0	1965.0
8449	495000.0	11.2	1.0	73.0	2013.0
8453	500000.0	11.2	1.0	109.0	1960.0
8459	350000.0	11.2	1.0	67.0	1970.0
8461	335000.0	11.2	1.0	54.0	2012.0
8470	546000.0	11.2	2.0	84.0	1960.0
8472	400000.0	11.2	1.0	97.0	1970.0
8477	360000.0	11.2	1.0	65.0	2010.0
8481	410000.0	11.2	1.0	105.0	1960.0
8482	836000.0	11.2	1.0	121.0	1970.0
8492	440000.0	11.2	2.0	83.0	1980.0
8499	376000.0	11.2	1.0	77.0	1970.0
8500	323000.0	11.2	1.0	65.0	1960.0
8501	680000.0	11.2	4.0	146.0	1965.0
8502	530000.0	11.2	1.0	106.0	2007.0
8505	786000.0	11.2	1.0	174.0	2013.0
8507	390000.0	11.2	1.0	74.0	1980.0
8509	650000.0	11.2	2.0	92.0	1960.0
8513	800000.0	11.2	3.0	159.0	1955.0
8516	330000.0	11.2	1.0	64.0	1970.0
8518	539000.0	11.2	1.0	114.0	1960.0
8528	622500.0	11.2	1.0	94.0	1960.0
8529	767500.0	11.2	2.0	129.0	2017.0
8530	780000.0	11.2	2.0	125.0	1920.0
8531	668000.0	11.2	1.0	149.0	1965.0
8540	470000.0	11.2	2.0	97.0	1970.0
8544	655000.0	11.2	2.0	137.0	1970.0
8548	440000.0	11.2	1.0	93.0	1980.0
8551	703000.0	11.2	1.0	120.0	1960.0
8553	424000.0	11.2	1.0	81.0	1980.0
8557	613000.0	11.2	2.0	149.0	1985.0
8563	475000.0	11.2	1.0	133.0	1970.0
8566	950000.0	11.2	2.0	120.0	1920.0
8571	730000.0	11.2	2.0	152.0	1970.0
8573	905000.0	11.2	2.0	121.0	1960.0
8574	480000.0	11.2	1.0	145.0	2010.0
8575	767000.0	11.2	2.0	96.0	1950.0
8578	450000.0	11.2	2.0	108.0	2002.0
8580	921500.0	11.2	1.0	177.0	1950.0
8584	490000.0	11.2	1.0	91.0	2013.0
8585	787000.0	11.2	1.0	118.0	1940.0
8587	300000.0	11.2	1.0	55.0	2014.0
8588	335000.0	11.2	1.0	54.0	2012.0
8591	475000.0	11.2	2.0	100.0	2010.0
8592	440000.0	11.2	1.0	87.0	2007.0
8619	216000.0	11.2	1.0	45.0	1970.0
8620	220000.0	11.2	1.0	45.0	1970.0
8624	340000.0	11.2	1.0	80.0	1975.0
8627	395000.0	11.2	1.0	50.0	2014.0
8630	790000.0	11.2	1.0	97.0	1950.0
8635	601000.0	11.2	2.0	102.0	1965.0
8641	300000.0	11.2	1.0	62.0	1970.0
8642	420000.0	11.2	2.0	107.0	2003.0
8643	885000.0	11.2	3.0	262.0	1985.0
8645	815000.0	11.2	2.0	557.0	1965.0
8646	882500.0	11.2	2.0	135.0	1940.0
8647	793000.0	11.2	2.0	128.0	1950.0
8652	550000.0	11.2	2.0	128.0	2006.0
8657	433000.0	11.2	1.0	72.0	2012.0
8659	680000.0	11.2	1.0	92.0	1960.0
8665	851000.0	11.2	1.0	101.0	1960.0
8671	1025000.0	11.2	4.0	134.0	1935.0
8677	784000.0	11.2	2.0	162.0	1970.0
8678	1186000.0	11.2	2.0	188.0	1940.0
8684	885000.0	11.2	2.0	141.0	1950.0
8686	718500.0	11.2	6.0	133.0	1975.0
8687	762500.0	11.2	2.0	285.0	1990.0
8700	610000.0	11.2	2.0	103.0	1970.0
8703	680000.0	11.2	2.0	134.0	1960.0
8711	390000.0	11.2	1.0	65.0	2012.0
8713	937000.0	2.6	1.0	103.0	1950.0
8714	1260000.0	2.6	0.0	81.0	1900.0
8718	795250.0	2.6	2.0	85.0	1997.0
8719	582000.0	2.6	1.0	75.0	2001.0
8723	370000.0	2.6	1.0	38.0	1950.0
8737	421000.0	2.6	1.0	57.0	2012.0
8739	3200000.0	2.6	3.0	260.0	1890.0
8740	479000.0	2.6	1.0	62.0	1970.0
8743	655000.0	2.6	1.0	69.0	2005.0
8745	561000.0	2.6	1.0	66.0	2013.0
8746	635000.0	2.6	1.0	76.0	2003.0
8747	1010000.0	2.6	1.0	105.0	1900.0
8748	1025000.0	2.6	1.0	92.0	1900.0
8752	550000.0	2.6	2.0	68.0	2000.0
8755	1375000.0	2.6	2.0	158.0	2007.0
8757	1506000.0	2.6	1.0	131.0	1920.0
8758	1350000.0	2.6	2.0	116.0	1940.0
8762	405000.0	2.6	1.0	53.0	2005.0
8764	327000.0	2.6	1.0	43.0	2012.0
8765	1474000.0	2.6	0.0	94.0	1900.0
8766	1555000.0	2.6	0.0	115.0	1900.0
8769	500000.0	2.6	1.0	52.0	2013.0
8773	345000.0	2.6	1.0	45.0	2012.0
8774	1275000.0	2.6	2.0	128.0	1900.0
8777	1150000.0	2.6	0.0	92.0	1900.0
8778	950000.0	2.6	0.0	124.0	1890.0
8779	270000.0	2.6	1.0	60.0	2004.0
8781	439000.0	2.6	1.0	56.0	2011.0
8782	695000.0	2.6	2.0	68.0	1997.0
8784	512000.0	2.6	1.0	61.0	1970.0
8785	855000.0	2.6	1.0	115.0	1970.0
8786	1040000.0	2.6	2.0	95.0	2013.0
8787	342000.0	2.6	1.0	1.0	1970.0
8788	681000.0	2.6	1.0	50.0	2004.0
8791	900000.0	2.6	0.0	63.0	1900.0
8792	1250000.0	2.6	1.0	126.0	2010.0
8794	990000.0	2.6	1.0	75.0	1900.0
8795	1189000.0	2.6	0.0	110.0	1900.0
8798	1220000.0	2.6	1.0	88.0	1900.0
8801	1100000.0	2.6	0.0	81.0	1915.0
8805	450000.0	2.6	1.0	66.0	2000.0
8808	1074000.0	2.6	0.0	140.0	1900.0
8810	1430000.0	2.6	2.0	125.0	2004.0
8813	1465000.0	2.6	2.0	170.0	1993.0
8814	391000.0	2.6	1.0	51.0	1965.0
8817	930000.0	2.6	1.0	85.0	2004.0
8818	1182000.0	2.6	1.0	110.0	1920.0
8820	777500.0	2.6	1.0	76.0	1900.0
8822	1115000.0	2.6	2.0	120.0	1980.0
8823	760000.0	2.6	1.0	120.0	2005.0
8824	640000.0	2.6	2.0	69.0	2000.0
8826	1420000.0	2.6	0.0	119.0	1890.0
8827	390000.0	2.6	1.0	40.0	2011.0
8831	380000.0	2.6	1.0	44.0	2012.0
8833	680000.0	2.6	1.0	52.0	2012.0
8834	1081000.0	2.6	1.0	115.0	1995.0
8838	860000.0	2.6	0.0	95.0	2000.0
8841	905000.0	2.6	0.0	54.0	1920.0
8842	691000.0	2.6	1.0	85.0	2008.0
8844	1088000.0	2.6	2.0	120.0	1915.0
8845	911000.0	2.6	1.0	110.0	2000.0
8846	3001000.0	2.6	1.0	241.0	1920.0
8849	638000.0	2.6	1.0	77.0	2008.0
8858	900000.0	2.6	1.0	60.0	2009.0
8860	1695000.0	2.6	3.0	118.0	1900.0
8862	1365000.0	2.6	1.0	110.0	1935.0
8867	1045000.0	2.6	2.0	90.0	1900.0
8868	1591000.0	2.6	1.0	145.0	1900.0
8870	1275000.0	2.6	1.0	95.0	1900.0
8877	1510000.0	2.6	0.0	171.0	1900.0
8878	1550000.0	2.6	1.0	76.0	1900.0
8882	1456000.0	2.6	1.0	141.0	1900.0
